#20250704から0904までの1時間ごとのAir_HPとwater_HPの消費電力量の推移
hours,Air_HP_kWh,Water_HP_kWh
"2025-07-27 18:00:00",896.7600,249.8800
"2025-07-27 19:00:00",898.4900,250.3000
"2025-07-27 20:00:00",899.9600,250.6300
"2025-07-27 21:00:00",901.3100,250.9300
"2025-07-27 22:00:00",902.8300,251.2500
"2025-07-27 23:00:00",904.2700,251.5400
"2025-07-28 00:00:00",905.0800,251.8400
"2025-07-28 01:00:00",906.1500,252.0700
"2025-07-28 02:00:00",906.8000,252.3100
"2025-07-28 03:00:00",907.8800,252.6200
"2025-07-28 04:00:00",908.6500,252.9100
"2025-07-28 05:00:00",909.1600,253.2200
"2025-07-28 06:00:00",910.4600,253.5400
"2025-07-28 07:00:00",912.0700,254.0900
"2025-07-28 08:00:00",913.9400,254.6000
"2025-07-28 09:00:00",915.8300,255.1200
"2025-07-28 10:00:00",917.7200,255.5500
"2025-07-28 11:00:00",919.6400,255.9900
"2025-07-28 12:00:00",921.5200,256.5600
"2025-07-28 13:00:00",923.3900,257.1100
"2025-07-28 14:00:00",925.2500,257.6500
"2025-07-28 15:00:00",927.0900,258.1900
"2025-07-28 16:00:00",928.9200,258.7100
"2025-07-28 17:00:00",930.7300,259.2200
"2025-07-28 18:00:00",932.5000,259.7100
"2025-07-28 19:00:00",934.2300,260.1300
"2025-07-28 20:00:00",935.7600,260.5000
"2025-07-28 21:00:00",937.1700,260.8200
"2025-07-28 22:00:00",938.6300,261.1500
"2025-07-28 23:00:00",940.1800,261.4900
"2025-07-29 00:00:00",941.2600,261.7800
"2025-07-29 01:00:00",942.3800,262.1000
"2025-07-29 02:00:00",943.1600,262.3500
"2025-07-29 03:00:00",944.1300,262.6200
"2025-07-29 04:00:00",944.6900,262.8800
"2025-07-29 05:00:00",945.4000,263.3000
"2025-07-29 06:00:00",946.8500,263.7600
"2025-07-29 07:00:00",948.4000,264.2700
"2025-07-29 08:00:00",950.2500,264.8000
"2025-07-29 09:00:00",952.1300,265.3100
"2025-07-29 10:00:00",954.0000,265.8100
"2025-07-29 11:00:00",955.9000,266.3300
"2025-07-29 12:00:00",957.8000,266.8600
"2025-07-29 13:00:00",959.6900,267.3800
"2025-07-29 14:00:00",961.5400,267.7800
"2025-07-29 15:00:00",963.3600,268.2400
"2025-07-29 16:00:00",965.2000,268.8000
"2025-07-29 17:00:00",967.0100,269.3100
"2025-07-29 18:00:00",968.7700,269.7700
"2025-07-29 19:00:00",970.5000,270.2500
"2025-07-29 20:00:00",972.0600,270.5800
"2025-07-29 21:00:00",973.4600,270.9500
"2025-07-29 22:00:00",974.9200,271.4300
"2025-07-29 23:00:00",976.4300,271.7100
"2025-07-30 00:00:00",977.5500,271.9600
"2025-07-30 01:00:00",978.4400,272.2200
"2025-07-30 02:00:00",979.0400,272.4700
"2025-07-30 03:00:00",979.9300,272.9000
"2025-07-30 04:00:00",980.6000,273.1800
"2025-07-30 05:00:00",981.3000,273.4100
"2025-07-30 06:00:00",982.4600,273.7700
"2025-07-30 07:00:00",983.8200,274.2300
"2025-07-30 08:00:00",985.4000,274.7300
"2025-07-30 09:00:00",987.2700,275.2300
"2025-07-30 10:00:00",989.1900,275.7600
"2025-07-30 11:00:00",991.1400,276.3000
"2025-07-30 12:00:00",993.0800,276.8200
"2025-07-30 13:00:00",995.0100,277.3400
"2025-07-30 14:00:00",996.9300,277.8500
"2025-07-30 15:00:00",998.8300,278.3600
"2025-07-30 16:00:00",1000.7200,278.8500
"2025-07-30 17:00:00",1002.5800,279.3500
"2025-07-30 18:00:00",1004.3800,279.7900
"2025-07-30 19:00:00",1006.1600,280.1000
"2025-07-30 20:00:00",1007.8200,280.4400
"2025-07-30 21:00:00",1009.2300,280.9200
"2025-07-30 22:00:00",1010.6900,281.2100
"2025-07-30 23:00:00",1012.2300,281.5100
"2025-07-31 00:00:00",1013.2300,281.7500
"2025-07-31 01:00:00",1013.7600,281.9700
"2025-07-31 02:00:00",1014.4700,282.3200
"2025-07-31 03:00:00",1015.4000,282.6100
"2025-07-31 04:00:00",1016.3900,282.8500
"2025-07-31 05:00:00",1016.7300,283.0700
"2025-07-31 06:00:00",1017.5900,283.4300
"2025-07-31 07:00:00",1018.7900,283.9400
"2025-07-31 08:00:00",1019.9700,284.4100
"2025-07-31 09:00:00",1021.8100,284.9000
"2025-07-31 10:00:00",1023.6700,285.4000
"2025-07-31 11:00:00",1025.5700,285.8900
"2025-07-31 12:00:00",1027.4600,286.3600
"2025-07-31 13:00:00",1029.3500,286.8300
"2025-07-31 14:00:00",1031.2700,287.3200
"2025-07-31 15:00:00",1033.1600,287.8000
"2025-07-31 16:00:00",1035.0200,288.3000
"2025-07-31 17:00:00",1036.8600,288.7900
"2025-07-31 18:00:00",1038.6600,289.1900
"2025-07-31 19:00:00",1040.0300,289.5000
"2025-07-31 20:00:00",1041.1100,289.7700
"2025-07-31 21:00:00",1042.0700,290.0200
"2025-07-31 22:00:00",1043.5700,290.3100
"2025-07-31 23:00:00",1044.3900,290.6000
"2025-08-01 00:00:00",1045.1200,290.8500
"2025-08-01 01:00:00",1045.4300,291.0800
"2025-08-01 02:00:00",1046.0200,291.3300
"2025-08-01 03:00:00",1046.8600,291.5700
"2025-08-01 04:00:00",1047.7000,291.8600
"2025-08-01 05:00:00",1048.2100,292.1500
"2025-08-01 06:00:00",1048.8000,292.4000
"2025-08-01 07:00:00",1049.6700,292.7900
"2025-08-01 08:00:00",1050.6200,293.2500
"2025-08-01 09:00:00",1052.0700,293.7300
"2025-08-01 10:00:00",1053.8500,294.2000
"2025-08-01 11:00:00",1055.7100,294.6800
"2025-08-01 12:00:00",1057.5500,295.1400
"2025-08-01 13:00:00",1059.3800,295.6000
"2025-08-01 14:00:00",1061.0900,296.0600
"2025-08-01 15:00:00",1062.8700,296.5200
"2025-08-01 16:00:00",1064.3800,296.9800
"2025-08-01 17:00:00",1065.6700,297.2100
"2025-08-01 18:00:00",1066.4500,297.3400
"2025-08-01 19:00:00",1067.6500,297.6100
"2025-08-01 20:00:00",1068.6200,297.8900
"2025-08-01 21:00:00",1069.4200,298.1600
"2025-08-01 22:00:00",1070.3600,298.2900
"2025-08-01 23:00:00",1071.4400,298.5200
"2025-08-02 00:00:00",1072.6100,298.8900
"2025-08-02 01:00:00",1073.8000,299.2500
"2025-08-02 02:00:00",1074.7300,299.5600
"2025-08-02 03:00:00",1075.4400,299.8800
"2025-08-02 04:00:00",1076.4500,300.1700
"2025-08-02 05:00:00",1077.4100,300.5100
"2025-08-02 06:00:00",1079.1300,301.0000
"2025-08-02 07:00:00",1080.9300,301.4400
"2025-08-02 08:00:00",1082.7700,301.8900
"2025-08-02 09:00:00",1084.6400,302.3300
"2025-08-02 10:00:00",1086.5200,302.7800
"2025-08-02 11:00:00",1088.4200,303.2900
"2025-08-02 12:00:00",1090.3200,303.8400
"2025-08-02 13:00:00",1092.2200,304.3900
"2025-08-02 14:00:00",1094.1000,304.9300
"2025-08-02 15:00:00",1095.9700,305.4700
"2025-08-02 16:00:00",1097.8100,305.9800
"2025-08-02 17:00:00",1099.6100,306.4700
"2025-08-02 18:00:00",1101.0000,306.8300
"2025-08-02 19:00:00",1102.0700,307.1900
"2025-08-02 20:00:00",1102.8900,307.5300
"2025-08-02 21:00:00",1104.0000,307.8600
"2025-08-02 22:00:00",1105.1400,308.1900
"2025-08-02 23:00:00",1105.8900,308.5200
"2025-08-03 00:00:00",1106.6800,308.8400
"2025-08-03 01:00:00",1107.8000,309.1000
"2025-08-03 02:00:00",1108.7100,309.2300
"2025-08-03 03:00:00",1109.4300,309.3500
"2025-08-03 04:00:00",1110.1300,309.6500
"2025-08-03 05:00:00",1111.3200,309.9200
"2025-08-03 06:00:00",1113.0800,310.3900
"2025-08-03 07:00:00",1114.9300,310.8600
"2025-08-03 08:00:00",1116.8000,311.3900
"2025-08-03 09:00:00",1118.7000,311.9100
"2025-08-03 10:00:00",1120.6600,312.4300
"2025-08-03 11:00:00",1122.6600,312.9600
"2025-08-03 12:00:00",1124.6700,313.4900
"2025-08-03 13:00:00",1126.6800,314.0300
"2025-08-03 14:00:00",1128.6500,314.5800
"2025-08-03 15:00:00",1130.5700,315.1200
"2025-08-03 16:00:00",1132.4600,315.6200
"2025-08-03 17:00:00",1134.3100,316.1000
"2025-08-03 18:00:00",1136.0400,316.4800
"2025-08-03 19:00:00",1137.3000,316.8500
"2025-08-03 20:00:00",1138.3700,317.2200
"2025-08-03 21:00:00",1139.2600,317.5600
"2025-08-03 22:00:00",1140.5800,317.9500
"2025-08-03 23:00:00",1141.7100,318.3000
"2025-08-04 00:00:00",1142.5000,318.5800
"2025-08-04 01:00:00",1143.3500,318.7000
"2025-08-04 02:00:00",1144.6600,318.8200
"2025-08-04 03:00:00",1145.5100,319.1300
"2025-08-04 04:00:00",1146.3300,319.4300
"2025-08-04 05:00:00",1147.4700,319.7700
"2025-08-04 06:00:00",1149.1700,320.3100
"2025-08-04 07:00:00",1151.0000,320.8300
"2025-08-04 08:00:00",1152.8400,321.3400
"2025-08-04 09:00:00",1154.7100,321.8500
"2025-08-04 10:00:00",1156.6100,322.3800
"2025-08-04 11:00:00",1158.5400,322.9100
"2025-08-04 12:00:00",1160.4800,323.4500
"2025-08-04 13:00:00",1162.3900,323.9900
"2025-08-04 14:00:00",1164.2800,324.5300
"2025-08-04 15:00:00",1166.1600,325.0600
"2025-08-04 16:00:00",1168.0300,325.5800
"2025-08-04 17:00:00",1169.9000,326.0600
"2025-08-04 18:00:00",1171.5700,326.4200
"2025-08-04 19:00:00",1172.8000,326.7900
"2025-08-04 20:00:00",1173.6800,327.1800
"2025-08-04 21:00:00",1174.7600,327.5100
"2025-08-04 22:00:00",1175.8900,327.8400
"2025-08-04 23:00:00",1176.8200,328.0100
"2025-08-05 00:00:00",1177.6300,328.2000
"2025-08-05 01:00:00",1178.5000,328.5000
"2025-08-05 02:00:00",1179.1900,328.7900
"2025-08-05 03:00:00",1180.1200,329.0800
"2025-08-05 04:00:00",1181.2400,329.3900
"2025-08-05 05:00:00",1182.3500,329.7800
"2025-08-05 06:00:00",1184.1100,330.3600
"2025-08-05 07:00:00",1185.9700,330.8700
"2025-08-05 08:00:00",1187.8600,331.3900
"2025-08-05 09:00:00",1189.7900,331.9100
"2025-08-05 10:00:00",1191.7200,332.4500
"2025-08-05 11:00:00",1193.6700,332.9900
"2025-08-05 12:00:00",1195.6800,333.5400
"2025-08-05 13:00:00",1197.6900,334.1300
"2025-08-05 14:00:00",1199.6900,334.7000
"2025-08-05 15:00:00",1201.6700,335.2600
"2025-08-05 16:00:00",1203.6200,335.8000
"2025-08-05 17:00:00",1205.5500,336.3200
"2025-08-05 18:00:00",1207.4200,336.7000
"2025-08-05 19:00:00",1209.1100,337.0500
"2025-08-05 20:00:00",1210.4800,337.4200
"2025-08-05 21:00:00",1211.7400,337.7900
"2025-08-05 22:00:00",1212.9200,338.1800
"2025-08-05 23:00:00",1213.8100,338.5100
"2025-08-06 00:00:00",1214.9900,338.8500
"2025-08-06 01:00:00",1216.1900,339.2200
"2025-08-06 02:00:00",1217.0300,339.5000
"2025-08-06 03:00:00",1217.8400,339.7900
"2025-08-06 04:00:00",1218.9600,340.1000
"2025-08-06 05:00:00",1220.0500,340.3900
"2025-08-06 06:00:00",1221.8500,340.9200
"2025-08-06 07:00:00",1223.7500,341.4700
"2025-08-06 08:00:00",1225.6800,342.0000
"2025-08-06 09:00:00",1227.6700,342.5500
"2025-08-06 10:00:00",1229.6500,343.1000
"2025-08-06 11:00:00",1231.6400,343.6600
"2025-08-06 12:00:00",1233.6500,344.2300
"2025-08-06 13:00:00",1235.6600,344.7900
"2025-08-06 14:00:00",1237.6500,345.3600
"2025-08-06 15:00:00",1239.6100,345.9100
"2025-08-06 16:00:00",1241.5500,346.4500
"2025-08-06 17:00:00",1243.4500,346.9600
"2025-08-06 18:00:00",1245.3000,347.3500
"2025-08-06 19:00:00",1246.8400,347.7100
"2025-08-06 20:00:00",1248.3600,348.0700
"2025-08-06 21:00:00",1249.5700,348.4100
"2025-08-06 22:00:00",1250.7400,348.7800
"2025-08-06 23:00:00",1251.5700,349.1200
"2025-08-07 00:00:00",1252.6800,349.4300
"2025-08-07 01:00:00",1253.8800,349.7300
"2025-08-07 02:00:00",1254.9200,350.0200
"2025-08-07 03:00:00",1255.6900,350.3000
"2025-08-07 04:00:00",1256.7800,350.5400
"2025-08-07 05:00:00",1257.7800,350.6600
"2025-08-07 06:00:00",1259.5200,351.2400
"2025-08-07 07:00:00",1261.3400,351.7900
"2025-08-07 08:00:00",1263.2100,352.3200
"2025-08-07 09:00:00",1265.1000,352.8400
"2025-08-07 10:00:00",1266.9600,353.3500
"2025-08-07 11:00:00",1268.7900,353.8300
"2025-08-07 12:00:00",1270.6200,354.2800
"2025-08-07 13:00:00",1272.4800,354.7400
"2025-08-07 14:00:00",1274.3400,355.2300
"2025-08-07 15:00:00",1276.2000,355.7000
"2025-08-07 16:00:00",1278.0700,356.1800
"2025-08-07 17:00:00",1279.9100,356.6400
"2025-08-07 18:00:00",1281.4900,356.9900
"2025-08-07 19:00:00",1282.5300,357.3200
"2025-08-07 20:00:00",1283.3700,357.6500
"2025-08-07 21:00:00",1284.5700,357.9800
"2025-08-07 22:00:00",1285.7100,358.3100
"2025-08-07 23:00:00",1286.4800,358.6200
"2025-08-08 00:00:00",1287.2200,358.9200
"2025-08-08 01:00:00",1288.2700,359.0400
"2025-08-08 02:00:00",1289.1100,359.1600
"2025-08-08 03:00:00",1289.7900,359.3800
"2025-08-08 04:00:00",1290.5500,359.6700
"2025-08-08 05:00:00",1291.4000,359.9400
"2025-08-08 06:00:00",1293.1000,360.2800
"2025-08-08 07:00:00",1294.9300,360.8200
"2025-08-08 08:00:00",1296.7800,361.3200
"2025-08-08 09:00:00",1298.6500,361.8300
"2025-08-08 10:00:00",1300.5600,362.3400
"2025-08-08 11:00:00",1302.2000,362.8700
"2025-08-08 12:00:00",1304.1000,363.4000
"2025-08-08 13:00:00",1305.9800,363.9300
"2025-08-08 14:00:00",1307.8900,364.4600
"2025-08-08 15:00:00",1309.8100,364.9700
"2025-08-08 16:00:00",1311.7200,365.4900
"2025-08-08 17:00:00",1313.6000,365.9800
"2025-08-08 18:00:00",1315.2900,366.3600
"2025-08-08 19:00:00",1316.5200,366.6900
"2025-08-08 20:00:00",1317.4400,366.9800
"2025-08-08 21:00:00",1318.3000,367.2800
"2025-08-08 22:00:00",1319.5100,367.6200
"2025-08-08 23:00:00",1320.3600,367.9400
"2025-08-09 00:00:00",1321.1100,368.1700
"2025-08-09 01:00:00",1321.8900,368.2900
"2025-08-09 02:00:00",1322.8500,368.4200
"2025-08-09 03:00:00",1323.6800,368.5400
"2025-08-09 04:00:00",1324.4900,368.8600
"2025-08-09 05:00:00",1325.4000,369.1000
"2025-08-09 06:00:00",1326.8800,369.3400
"2025-08-09 07:00:00",1328.6800,369.7900
"2025-08-09 08:00:00",1330.5500,370.3200
"2025-08-09 09:00:00",1332.4300,370.8300
"2025-08-09 10:00:00",1334.3000,371.3300
"2025-08-09 11:00:00",1336.1600,371.8300
"2025-08-09 12:00:00",1338.0200,372.3300
"2025-08-09 13:00:00",1339.8800,372.8300
"2025-08-09 14:00:00",1341.6500,373.2900
"2025-08-09 15:00:00",1343.4900,373.7800
"2025-08-09 16:00:00",1345.3100,374.1100
"2025-08-09 17:00:00",1347.0900,374.6300
"2025-08-09 18:00:00",1348.4200,374.9700
"2025-08-09 19:00:00",1349.2200,375.3000
"2025-08-09 20:00:00",1350.0700,375.6300
"2025-08-09 21:00:00",1351.3000,375.9700
"2025-08-09 22:00:00",1352.1900,376.2800
"2025-08-09 23:00:00",1352.9100,376.4100
"2025-08-10 00:00:00",1353.6600,376.5300
"2025-08-10 01:00:00",1354.6500,376.7300
"2025-08-10 02:00:00",1355.6800,377.0100
"2025-08-10 03:00:00",1356.4900,377.3000
"2025-08-10 04:00:00",1357.5100,377.5100
"2025-08-10 05:00:00",1358.5800,377.6300
"2025-08-10 06:00:00",1360.1200,377.8500
"2025-08-10 07:00:00",1361.8000,378.3800
"2025-08-10 08:00:00",1363.3800,378.8800
"2025-08-10 09:00:00",1364.9800,379.3200
"2025-08-10 10:00:00",1366.5100,379.7600
"2025-08-10 11:00:00",1368.2700,380.2600
"2025-08-10 12:00:00",1369.9900,380.7300
"2025-08-10 13:00:00",1371.5800,381.1800
"2025-08-10 14:00:00",1372.9200,381.6200
"2025-08-10 15:00:00",1374.2100,381.8700
"2025-08-10 16:00:00",1375.6100,382.1900
"2025-08-10 17:00:00",1376.5700,382.4600
"2025-08-10 18:00:00",1377.3200,382.7400
"2025-08-10 19:00:00",1378.1600,382.8600
"2025-08-10 20:00:00",1379.0900,382.9900
"2025-08-10 21:00:00",1379.7200,383.2300
"2025-08-10 22:00:00",1380.7000,383.5200
"2025-08-10 23:00:00",1381.8900,383.8500
"2025-08-11 00:00:00",1382.6300,384.2000
"2025-08-11 01:00:00",1383.5400,384.5600
"2025-08-11 02:00:00",1384.7000,384.8900
"2025-08-11 03:00:00",1385.8500,385.2500
"2025-08-11 04:00:00",1387.1100,385.5600
"2025-08-11 05:00:00",1388.0400,385.8600
"2025-08-11 06:00:00",1389.6900,386.3300
"2025-08-11 07:00:00",1391.4100,386.8400
"2025-08-11 08:00:00",1393.1100,387.3100
"2025-08-11 09:00:00",1394.7800,387.6700
"2025-08-11 10:00:00",1396.2700,387.9000
"2025-08-11 11:00:00",1397.9400,388.2900
"2025-08-11 12:00:00",1399.6100,388.7700
"2025-08-11 13:00:00",1401.1700,389.2200
"2025-08-11 14:00:00",1402.5400,389.6600
"2025-08-11 15:00:00",1404.1000,390.1200
"2025-08-11 16:00:00",1405.7500,390.5800
"2025-08-11 17:00:00",1407.1900,391.0100
"2025-08-11 18:00:00",1408.2900,391.1500
"2025-08-11 19:00:00",1409.2300,391.3200
"2025-08-11 20:00:00",1409.9100,391.6100
"2025-08-11 21:00:00",1410.8900,391.8900
"2025-08-11 22:00:00",1411.9300,392.0600
"2025-08-11 23:00:00",1412.8500,392.1900
"2025-08-12 00:00:00",1413.7400,392.3800
"2025-08-12 01:00:00",1414.8200,392.6600
"2025-08-12 02:00:00",1415.8700,393.0500
"2025-08-12 03:00:00",1417.3100,393.3700
"2025-08-12 04:00:00",1418.3700,393.6500
"2025-08-12 05:00:00",1419.3000,393.9400
"2025-08-12 06:00:00",1420.9800,394.5000
"2025-08-12 07:00:00",1422.7400,394.9900
"2025-08-12 08:00:00",1424.5000,395.4400
"2025-08-12 09:00:00",1426.2800,395.8800
"2025-08-12 10:00:00",1428.0700,396.3800
"2025-08-12 11:00:00",1429.8600,396.8600
"2025-08-12 12:00:00",1431.6400,397.3100
"2025-08-12 13:00:00",1433.4300,397.7500
"2025-08-12 14:00:00",1435.2400,398.2200
"2025-08-12 15:00:00",1437.0400,398.6700
"2025-08-12 16:00:00",1438.8500,399.1200
"2025-08-12 17:00:00",1440.5100,399.5000
"2025-08-12 18:00:00",1441.2900,399.7400
"2025-08-12 19:00:00",1442.3600,399.8900
"2025-08-12 20:00:00",1443.3900,400.1800
"2025-08-12 21:00:00",1444.4100,400.4600
"2025-08-12 22:00:00",1445.4400,400.6600
"2025-08-12 23:00:00",1446.4000,400.7800
"2025-08-13 00:00:00",1447.0500,400.9900
"2025-08-13 01:00:00",1447.9600,401.2700
"2025-08-13 02:00:00",1448.9700,401.5500
"2025-08-13 03:00:00",1449.8600,401.6900
"2025-08-13 04:00:00",1450.5000,401.9900
"2025-08-13 05:00:00",1451.3500,402.3100
"2025-08-13 06:00:00",1452.7900,402.8200
"2025-08-13 07:00:00",1454.5400,403.3000
"2025-08-13 08:00:00",1456.3300,403.7700
"2025-08-13 09:00:00",1458.1300,404.2100
"2025-08-13 10:00:00",1459.9500,404.7200
"2025-08-13 11:00:00",1461.7700,405.1900
"2025-08-13 12:00:00",1463.6000,405.6600
"2025-08-13 13:00:00",1465.4500,406.1400
"2025-08-13 14:00:00",1467.2600,406.6100
"2025-08-13 15:00:00",1469.0500,407.0700
"2025-08-13 16:00:00",1470.8300,407.5400
"2025-08-13 17:00:00",1472.5100,407.9200
"2025-08-13 18:00:00",1473.3100,408.1600
"2025-08-13 19:00:00",1474.0600,408.2900
"2025-08-13 20:00:00",1474.7900,408.5000
"2025-08-13 21:00:00",1475.6700,408.7800
"2025-08-13 22:00:00",1476.4800,408.9600
"2025-08-13 23:00:00",1477.4700,409.0800
"2025-08-14 00:00:00",1478.4800,409.2100
"2025-08-14 01:00:00",1479.4900,409.3300
"2025-08-14 02:00:00",1480.5400,409.6400
"2025-08-14 03:00:00",1481.3500,409.8600
"2025-08-14 04:00:00",1482.1800,409.9800
"2025-08-14 05:00:00",1483.0300,410.1000
"2025-08-14 06:00:00",1484.3800,410.3100
"2025-08-14 07:00:00",1485.8800,410.7900
"2025-08-14 08:00:00",1486.9900,411.2800
"2025-08-14 09:00:00",1488.8000,411.7800
"2025-08-14 10:00:00",1490.6500,412.2800
"2025-08-14 11:00:00",1492.5200,412.7700
"2025-08-14 12:00:00",1494.4000,413.2500
"2025-08-14 13:00:00",1496.2800,413.7500
"2025-08-14 14:00:00",1498.1500,414.2500
"2025-08-14 15:00:00",1499.9900,414.7400
"2025-08-14 16:00:00",1501.8000,415.2200
"2025-08-14 17:00:00",1503.5700,415.6900
"2025-08-14 18:00:00",1504.7000,416.0000
"2025-08-14 19:00:00",1505.4600,416.2900
"2025-08-14 20:00:00",1506.2400,416.5800
"2025-08-14 21:00:00",1507.2500,416.9100
"2025-08-14 22:00:00",1508.2400,417.1900
"2025-08-14 23:00:00",1509.0800,417.3800
"2025-08-15 00:00:00",1510.0100,417.5000
"2025-08-15 01:00:00",1510.9600,417.6200
"2025-08-15 02:00:00",1511.8800,417.7500
"2025-08-15 03:00:00",1512.5300,418.0000
"2025-08-15 04:00:00",1513.3700,418.2900
"2025-08-15 05:00:00",1514.2300,418.4300
"2025-08-15 06:00:00",1515.6300,418.6600
"2025-08-15 07:00:00",1517.3400,419.1300
"2025-08-15 08:00:00",1519.0600,419.6200
"2025-08-15 09:00:00",1520.5900,420.1200
"2025-08-15 10:00:00",1522.2300,420.6200
"2025-08-15 11:00:00",1523.6400,421.1200
"2025-08-15 12:00:00",1525.0300,421.6200
"2025-08-15 13:00:00",1526.3600,422.1200
"2025-08-15 14:00:00",1527.3600,422.5900
"2025-08-15 15:00:00",1528.3600,423.0400
"2025-08-15 16:00:00",1529.3900,423.5000
"2025-08-15 17:00:00",1530.3000,423.9300
"2025-08-15 18:00:00",1530.8900,424.2200
"2025-08-15 19:00:00",1531.4600,424.3900
"2025-08-15 20:00:00",1532.1100,424.6200
"2025-08-15 21:00:00",1532.6900,424.9100
"2025-08-15 22:00:00",1533.2400,425.1300
"2025-08-15 23:00:00",1533.7900,425.2500
"2025-08-16 00:00:00",1534.3900,425.3700
"2025-08-16 01:00:00",1534.9200,425.6500
"2025-08-16 02:00:00",1535.4400,425.9400
"2025-08-16 03:00:00",1535.9500,426.1200
"2025-08-16 04:00:00",1536.5000,426.2400
"2025-08-16 05:00:00",1536.9800,426.4500
"2025-08-16 06:00:00",1537.7500,426.9800
"2025-08-16 07:00:00",1539.0100,427.4800
"2025-08-16 08:00:00",1540.3600,427.9800
"2025-08-16 09:00:00",1541.6800,428.4700
"2025-08-16 10:00:00",1543.0800,428.9700
"2025-08-16 11:00:00",1544.5700,429.4800
"2025-08-16 12:00:00",1545.9200,429.9800
"2025-08-16 13:00:00",1547.3100,430.4800
"2025-08-16 14:00:00",1548.6100,430.9800
"2025-08-16 15:00:00",1549.9400,431.4800
"2025-08-16 16:00:00",1551.1300,431.9700
"2025-08-16 17:00:00",1552.1500,432.4400
"2025-08-16 18:00:00",1552.8100,432.7700
"2025-08-16 19:00:00",1553.4400,433.0600
"2025-08-16 20:00:00",1554.1700,433.3800
"2025-08-16 21:00:00",1554.9200,433.7300
"2025-08-16 22:00:00",1555.5700,434.0600
"2025-08-16 23:00:00",1556.1500,434.3600
"2025-08-17 00:00:00",1556.7600,434.5300
"2025-08-17 01:00:00",1557.1700,434.6500
"2025-08-17 02:00:00",1557.7400,434.8400
"2025-08-17 03:00:00",1558.2800,435.1300
"2025-08-17 04:00:00",1558.8900,435.4000
"2025-08-17 05:00:00",1559.3400,435.5700
"2025-08-17 06:00:00",1560.1300,435.8000
"2025-08-17 07:00:00",1561.0200,436.2900
"2025-08-17 08:00:00",1562.4200,436.8200
"2025-08-17 09:00:00",1563.9500,437.3400
"2025-08-17 10:00:00",1565.4900,437.8600
"2025-08-17 11:00:00",1567.1200,438.3900
"2025-08-17 12:00:00",1568.8700,438.9200
"2025-08-17 13:00:00",1570.4900,439.4500
"2025-08-17 14:00:00",1572.0300,439.9800
"2025-08-17 15:00:00",1573.5400,440.5200
"2025-08-17 16:00:00",1574.9400,441.0300
"2025-08-17 17:00:00",1576.1500,441.5100
"2025-08-17 18:00:00",1577.0300,441.8700
"2025-08-17 19:00:00",1577.7100,442.2200
"2025-08-17 20:00:00",1578.3600,442.5600
"2025-08-17 21:00:00",1579.2400,442.9100
"2025-08-17 22:00:00",1579.9600,443.2300
"2025-08-17 23:00:00",1580.5700,443.5600
"2025-08-18 00:00:00",1581.2400,443.8800
"2025-08-18 01:00:00",1581.6700,444.0600
"2025-08-18 02:00:00",1582.1800,444.1800
"2025-08-18 03:00:00",1582.7200,444.3400
"2025-08-18 04:00:00",1583.2700,444.6300
"2025-08-18 05:00:00",1583.7100,444.9100
"2025-08-18 06:00:00",1584.7200,445.3500
"2025-08-18 07:00:00",1585.7600,445.8700
"2025-08-18 08:00:00",1587.5500,446.3900
"2025-08-18 09:00:00",1589.5500,446.9100
"2025-08-18 10:00:00",1591.6800,447.4400
"2025-08-18 11:00:00",1593.6900,447.9700
"2025-08-18 12:00:00",1595.7200,448.5100
"2025-08-18 13:00:00",1597.6800,449.0500
"2025-08-18 14:00:00",1599.5600,449.5800
"2025-08-18 15:00:00",1601.1700,450.1000
"2025-08-18 16:00:00",1602.6100,450.6000
"2025-08-18 17:00:00",1603.8400,451.0700
"2025-08-18 18:00:00",1604.7300,451.4300
"2025-08-18 19:00:00",1605.4000,451.7900
"2025-08-18 20:00:00",1606.0600,452.1200
"2025-08-18 21:00:00",1606.8500,452.4500
"2025-08-18 22:00:00",1607.4700,452.7700
"2025-08-18 23:00:00",1608.0500,452.9800
"2025-08-19 00:00:00",1608.5700,453.1100
"2025-08-19 01:00:00",1609.1500,453.2300
"2025-08-19 02:00:00",1609.6900,453.5300
"2025-08-19 03:00:00",1610.1900,453.8100
"2025-08-19 04:00:00",1610.6700,454.0000
"2025-08-19 05:00:00",1611.2000,454.1200
"2025-08-19 06:00:00",1612.1700,454.4700
"2025-08-19 07:00:00",1613.1900,455.0000
"2025-08-19 08:00:00",1614.7100,455.5100
"2025-08-19 09:00:00",1616.1900,456.0100
"2025-08-19 10:00:00",1617.6800,456.5200
"2025-08-19 11:00:00",1619.3200,457.0400
"2025-08-19 12:00:00",1620.9700,457.5700
"2025-08-19 13:00:00",1622.7800,458.1000
"2025-08-19 14:00:00",1624.5000,458.6300
"2025-08-19 15:00:00",1626.0100,459.1600
"2025-08-19 16:00:00",1627.3800,459.6600
"2025-08-19 17:00:00",1628.5400,460.1400
"2025-08-19 18:00:00",1629.2900,460.4900
"2025-08-19 19:00:00",1629.9600,460.8400
"2025-08-19 20:00:00",1630.6600,461.1900
"2025-08-19 21:00:00",1631.4900,461.5100
"2025-08-19 22:00:00",1632.1600,461.8500
"2025-08-19 23:00:00",1632.7400,462.1400
"2025-08-20 00:00:00",1633.3300,462.4400
"2025-08-20 01:00:00",1633.8100,462.6700
