hours,Air_hp_kWh,Water_hp_kWh
"2025-09-08 06:00:00",2084.0500,637.4000
"2025-09-08 07:00:00",2084.9600,637.9500
"2025-09-08 08:00:00",2086.3300,638.4600
"2025-09-08 09:00:00",2087.8300,638.9700
"2025-09-08 10:00:00",2089.6000,639.4900
"2025-09-08 11:00:00",2091.3800,640.0300
"2025-09-08 12:00:00",2093.0200,640.5600
"2025-09-08 13:00:00",2094.5600,641.0900
"2025-09-08 14:00:00",2096.0700,641.6200
"2025-09-08 15:00:00",2097.4400,642.1400
"2025-09-08 16:00:00",2098.7300,642.6500
"2025-09-08 17:00:00",2099.7700,643.1200
"2025-09-08 18:00:00",2100.4800,643.4600
"2025-09-08 19:00:00",2101.1300,643.8000
"2025-09-08 20:00:00",2101.8300,644.1300
"2025-09-08 21:00:00",2102.5600,644.4500
"2025-09-08 22:00:00",2103.2700,644.7200
"2025-09-08 23:00:00",2103.8600,645.0100
"2025-09-09 00:00:00",2104.5500,645.2900
"2025-09-09 01:00:00",2105.1100,645.5600
"2025-09-09 02:00:00",2105.7200,645.8400
"2025-09-09 03:00:00",2106.3200,646.1100
"2025-09-09 04:00:00",2106.9600,646.2900
"2025-09-09 05:00:00",2107.5100,646.4100
"2025-09-09 06:00:00",2108.3200,646.9900
"2025-09-09 07:00:00",2109.3000,647.4900
"2025-09-09 08:00:00",2110.5900,648.0000
"2025-09-09 09:00:00",2112.1300,648.5000
"2025-09-09 10:00:00",2113.6200,649.0000
"2025-09-09 11:00:00",2115.3200,649.5100
"2025-09-09 12:00:00",2116.9700,650.0300
"2025-09-09 13:00:00",2118.4600,650.5600
"2025-09-09 14:00:00",2119.9500,651.0800
"2025-09-09 15:00:00",2121.2600,651.5900
"2025-09-09 16:00:00",2122.4700,652.0700
"2025-09-09 17:00:00",2123.4800,652.5300
"2025-09-09 18:00:00",2124.2300,652.8800
"2025-09-09 19:00:00",2124.8100,653.2100
"2025-09-09 20:00:00",2125.5200,653.5300
"2025-09-09 21:00:00",2126.2700,653.8500
"2025-09-09 22:00:00",2126.9300,654.1600
"2025-09-09 23:00:00",2127.5200,654.4400
"2025-09-10 00:00:00",2128.1500,654.6000
"2025-09-10 01:00:00",2128.5500,654.7200
"2025-09-10 02:00:00",2129.1000,654.9600
"2025-09-10 03:00:00",2129.7600,655.2400
"2025-09-10 04:00:00",2130.4200,655.5100
"2025-09-10 05:00:00",2130.9500,655.8000
"2025-09-10 06:00:00",2131.8500,656.1000
"2025-09-10 07:00:00",2133.2400,656.6300
"2025-09-10 08:00:00",2134.6800,657.1600
"2025-09-10 09:00:00",2136.2100,657.6700
"2025-09-10 10:00:00",2137.8100,658.1900
"2025-09-10 11:00:00",2139.3700,658.7200
"2025-09-10 12:00:00",2141.0800,659.2500
"2025-09-10 13:00:00",2142.6500,659.7800
"2025-09-10 14:00:00",2144.0400,660.3100
"2025-09-10 15:00:00",2145.3300,660.8200
"2025-09-10 16:00:00",2146.4500,661.3000
"2025-09-10 17:00:00",2147.4500,661.7600
"2025-09-10 18:00:00",2148.1700,662.1000
"2025-09-10 19:00:00",2148.7900,662.4300
"2025-09-10 20:00:00",2149.6000,662.7700
"2025-09-10 21:00:00",2150.3800,663.1000
"2025-09-10 22:00:00",2151.0700,663.4300
"2025-09-10 23:00:00",2151.7900,663.7600
